FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SRC_AGY2,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
330254,QC,20181080507, ,49.54,-72.03,2018,7,28,7/28/2018 0:00,,7/28/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080507, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330255,QC,20181080541, ,49.14,-72.00,2018,8,11,8/11/2018 0:00,,8/19/2018 0:00,2010-2019,0.2,H,Intensive, , ,QC-2018-20181080541, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330256,QC,2017-199, ,49.56,-72.54,2017,7,29,7/29/2017 0:00,,7/30/2017 0:00,2010-2019,0.2,H,Intensive, , ,QC-2017-199, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330307,QC,20191080145, ,48.56,-69.30,2019,7,8,7/8/2019 0:00,,7/10/2019 0:00,2010-2019,0,L,Intensive, , ,QC-2019-20191080145, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330308,QC,20191080195, ,48.66,-70.05,2019,7,27,7/27/2019 0:00,,7/28/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080195, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330309,QC,20181080268, ,48.37,-69.88,2018,6,25,6/25/2018 0:00,,6/28/2018 0:00,2010-2019,0.1,L,Intensive, , ,QC-2018-20181080268, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330310,QC,20181080362, ,48.44,-69.49,2018,7,6,7/6/2018 0:00,,7/6/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080362, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330311,QC,2017-174, ,48.60,-69.78,2017,7,21,7/21/2017 0:00,,7/24/2017 0:00,2010-2019,0.1,L,Intensive, , ,QC-2017-174, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330312,QC,2017-196, ,48.24,-69.66,2017,7,28,7/28/2017 0:00,,7/28/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-196, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330313,QC,2017-213, ,48.92,-70.66,2017,8,1,8/1/2017 0:00,,8/1/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-213, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330314,QC,2017-245, ,48.60,-69.40,2017,8,2,8/2/2017 0:00,,8/5/2017 0:00,2010-2019,0,L,Intensive, , ,QC-2017-245, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330315,QC,2017-249, ,48.42,-69.65,2017,8,2,8/2/2017 0:00,,8/5/2017 0:00,2010-2019,0,L,Intensive, , ,QC-2017-249, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330316,QC,2017-274, ,49.38,-70.85,2017,8,28,8/28/2017 0:00,,8/28/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-274, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330407,QC,20191080080, ,48.42,-74.66,2019,6,10,6/10/2019 0:00,,6/12/2019 0:00,2010-2019,1.500000000000000,H,Intensive, , ,QC-2019-20191080080, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330408,QC,20191080082, ,49.18,-73.66,2019,6,10,6/10/2019 0:00,,6/10/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080082, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330409,QC,20181080167, ,49.31,-74.46,2018,5,22,5/22/2018 0:00,,5/27/2018 0:00,2010-2019,1.900000000000000,H,Intensive, , ,QC-2018-20181080167, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330410,QC,20181080186, ,48.67,-75.55,2018,5,28,5/28/2018 0:00,,6/5/2018 0:00,2010-2019,6.900000000000000,L,Intensive, , ,QC-2018-20181080186, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330411,QC,20181080199, ,48.23,-75.06,2018,6,2,6/2/2018 0:00,,6/3/2018 0:00,2010-2019,0.4,H,Intensive, , ,QC-2018-20181080199, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330412,QC,20181080318, ,48.92,-75.23,2018,7,1,7/1/2018 0:00,,7/2/2018 0:00,2010-2019,0.1,L,Intensive, , ,QC-2018-20181080318, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330413,QC,20181080391, ,49.15,-74.67,2018,7,5,7/5/2018 0:00,,7/9/2018 0:00,2010-2019,0.4,L,Intensive, , ,QC-2018-20181080391, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330414,QC,20181080416, ,49.07,-73.97,2018,7,8,7/8/2018 0:00,,7/12/2018 0:00,2010-2019,0.2,L,Intensive, , ,QC-2018-20181080416, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330415,QC,20181080433, ,48.97,-73.78,2018,7,5,7/5/2018 0:00,,7/14/2018 0:00,2010-2019,1.800000000000000,L,Intensive, , ,QC-2018-20181080433, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330416,QC,20181080528, ,49.16,-74.06,2018,8,3,8/3/2018 0:00,,8/4/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080528, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330417,QC,2017-84, ,48.93,-73.33,2017,6,10,6/10/2017 0:00,,6/11/2017 0:00,2010-2019,4.800000000000000,H,Intensive, , ,QC-2017-84, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330418,QC,2017-112, ,49.00,-73.71,2017,6,14,6/14/2017 0:00,,6/14/2017 0:00,2010-2019,0.1,H,Intensive, , ,QC-2017-112, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330419,QC,2017-165, ,48.26,-76.26,2017,7,21,7/21/2017 0:00,,7/22/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-165, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330420,QC,2017-168, ,48.91,-75.36,2017,7,19,7/19/2017 0:00,,7/24/2017 0:00,2010-2019,0.1,L,Intensive, , ,QC-2017-168, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330421,QC,2017-242, ,48.35,-74.10,2017,8,2,8/2/2017 0:00,,8/2/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-242, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330695,QC,20191080014, ,48.47,-71.29,2019,5,6,5/6/2019 0:00,,5/6/2019 0:00,2010-2019,0.2,H,Intensive, , ,QC-2019-20191080014, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330696,QC,20191080020, ,48.28,-70.97,2019,5,6,5/6/2019 0:00,,5/6/2019 0:00,2010-2019,0.5,H,Intensive, , ,QC-2019-20191080020, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330697,QC,20191080064, ,48.90,-72.20,2019,6,6,6/6/2019 0:00,,6/6/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080064, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330698,QC,20191080095, ,48.90,-72.26,2019,6,22,6/22/2019 0:00,,6/23/2019 0:00,2010-2019,0.1,H,Intensive, , ,QC-2019-20191080095, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330699,QC,20191080102, ,48.50,-71.05,2019,6,23,6/23/2019 0:00,,6/23/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080102, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330700,QC,20191080320, ,48.87,-72.24,2019,8,1,8/1/2019 0:00,,8/2/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080320, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330701,QC,20191080323, ,48.25,-70.74,2019,8,28,8/28/2019 0:00,,8/29/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080323, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330702,QC,20191080327, ,48.78,-72.60,2019,8,31,8/31/2019 0:00,,9/1/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080327, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330703,QC,20181080027, ,48.57,-72.23,2018,5,9,5/9/2018 0:00,,5/9/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080027, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330704,QC,20181080046, ,48.41,-71.97,2018,5,12,5/12/2018 0:00,,5/13/2018 0:00,2010-2019,1.000000000000000,H,Intensive, , ,QC-2018-20181080046, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330705,QC,20181080053, ,48.62,-71.74,2018,5,13,5/13/2018 0:00,,5/13/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080053, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330706,QC,20181080151, ,48.49,-71.11,2018,5,22,5/22/2018 0:00,,5/22/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080151, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330707,QC,20181080173, ,48.89,-72.22,2018,5,24,5/24/2018 0:00,,5/24/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080173, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330708,QC,20181080176, ,48.69,-72.50,2018,5,27,5/27/2018 0:00,,5/28/2018 0:00,2010-2019,0.4,H,Intensive, , ,QC-2018-20181080176, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330709,QC,20181080181, ,48.55,-72.30,2018,5,29,5/29/2018 0:00,,5/29/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080181, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330710,QC,20181080184, ,49.02,-72.31,2018,5,30,5/30/2018 0:00,,5/30/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080184, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330711,QC,20181080188, ,48.76,-72.71,2018,5,31,5/31/2018 0:00,,5/31/2018 0:00,2010-2019,0.3,H,Intensive, , ,QC-2018-20181080188, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330712,QC,20181080193, ,48.26,-70.66,2018,6,2,6/2/2018 0:00,,6/2/2018 0:00,2010-2019,0.4,H,Intensive, , ,QC-2018-20181080193, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330713,QC,20181080220, ,48.53,-72.29,2018,6,12,6/12/2018 0:00,,6/12/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080220, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330714,QC,20181080225, ,48.75,-72.51,2018,6,12,6/12/2018 0:00,,6/14/2018 0:00,2010-2019,3.100000000000000,H,Intensive, , ,QC-2018-20181080225, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330715,QC,20181080226, ,48.74,-72.69,2018,6,12,6/12/2018 0:00,,6/13/2018 0:00,2010-2019,0.2,H,Intensive, , ,QC-2018-20181080226, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330716,QC,20181080233, ,48.90,-72.19,2018,6,13,6/13/2018 0:00,,6/13/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080233, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330717,QC,20181080243, ,48.84,-72.25,2018,6,16,6/16/2018 0:00,,6/16/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080243, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330718,QC,20181080258, ,48.97,-72.06,2018,6,24,6/24/2018 0:00,,6/24/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080258, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330719,QC,20181080296, ,48.78,-71.30,2018,6,29,6/29/2018 0:00,,6/29/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080296, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330720,QC,20181080327, ,48.75,-71.96,2018,7,2,7/2/2018 0:00,,7/2/2018 0:00,2010-2019,0,L,Intensive, , ,QC-2018-20181080327, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330721,QC,20181080349, ,48.19,-71.09,2018,7,2,7/2/2018 0:00,,7/6/2018 0:00,2010-2019,1.000000000000000,L,Intensive, , ,QC-2018-20181080349, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330722,QC,20181080434, ,48.72,-72.60,2018,7,5,7/5/2018 0:00,,7/13/2018 0:00,2010-2019,0.5,L,Intensive, , ,QC-2018-20181080434, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330723,QC,20181080506, ,48.76,-72.38,2018,7,27,7/27/2018 0:00,,7/27/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080506, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330724,QC,2017-32, ,48.86,-72.60,2017,5,10,5/10/2017 0:00,,5/17/2017 0:00,2010-2019,0.1,H,Intensive, , ,QC-2017-32, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330725,QC,2017-49, ,49.10,-72.37,2017,5,28,5/28/2017 0:00,,5/29/2017 0:00,2010-2019,0.7,H,Intensive, , ,QC-2017-49, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330726,QC,2017-87, ,48.48,-71.46,2017,6,11,6/11/2017 0:00,,6/14/2017 0:00,2010-2019,5.300000000000000,H,Intensive, , ,QC-2017-87, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330727,QC,2017-106, ,48.35,-70.86,2017,6,13,6/13/2017 0:00,,6/16/2017 0:00,2010-2019,0.7,H,Intensive, , ,QC-2017-106, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330728,QC,2017-128, ,48.88,-72.28,2017,6,11,6/11/2017 0:00,,6/13/2017 0:00,2010-2019,0,L,Intensive, , ,QC-2017-128, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330729,QC,2017-189, ,48.78,-71.56,2017,7,26,7/26/2017 0:00,,7/27/2017 0:00,2010-2019,0.2,H,Intensive, , ,QC-2017-189, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330730,QC,2017-207, ,48.36,-71.29,2017,7,31,7/31/2017 0:00,,8/1/2017 0:00,2010-2019,0.1,H,Intensive, , ,QC-2017-207, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330731,QC,2017-217, ,48.35,-71.39,2017,7,30,7/30/2017 0:00,,8/1/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-217, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330732,QC,2017-267, ,48.35,-71.55,2017,8,10,8/10/2017 0:00,,8/17/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-267, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330886,QC,20191080093, ,48.41,-72.33,2019,6,20,6/20/2019 0:00,,6/20/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080093, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330887,QC,20191080103, ,48.14,-72.97,2019,6,24,6/24/2019 0:00,,6/24/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080103, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330888,QC,20191080124, ,48.17,-71.75,2019,7,5,7/5/2019 0:00,,7/8/2019 0:00,2010-2019,2.700000000000000,H,Intensive, , ,QC-2019-20191080124, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330889,QC,20191080140, ,48.78,-73.14,2019,7,8,7/8/2019 0:00,,7/10/2019 0:00,2010-2019,1.000000000000000,H,Intensive, , ,QC-2019-20191080140, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330890,QC,20191080143, ,48.52,-72.36,2019,7,9,7/9/2019 0:00,,7/9/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080143, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330891,QC,20191080151, ,48.72,-73.12,2019,7,8,7/8/2019 0:00,,7/8/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080151, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330892,QC,20191080286, ,48.28,-73.54,2019,8,18,8/18/2019 0:00,,8/18/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080286, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330893,QC,20181080116, ,48.44,-72.40,2018,5,18,5/18/2018 0:00,,5/18/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080116, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330894,QC,20181080127, ,48.25,-72.15,2018,5,19,5/19/2018 0:00,,5/20/2018 0:00,2010-2019,1.000000000000000,H,Intensive, , ,QC-2018-20181080127, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330895,QC,20181080204, ,48.06,-71.93,2018,6,3,6/3/2018 0:00,,6/5/2018 0:00,2010-2019,4.500000000000000,H,Intensive, , ,QC-2018-20181080204, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330896,QC,20181080262, ,47.94,-72.22,2018,6,26,6/26/2018 0:00,,6/26/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080262, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330897,QC,20181080341, ,48.19,-72.87,2018,7,2,7/2/2018 0:00,,7/6/2018 0:00,2010-2019,6.500000000000000,L,Intensive, , ,QC-2018-20181080341, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330898,QC,20181080352, ,48.18,-73.45,2018,7,1,7/1/2018 0:00,,7/6/2018 0:00,2010-2019,0.4,L,Intensive, , ,QC-2018-20181080352, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330899,QC,20181080436, ,48.05,-71.81,2018,7,5,7/5/2018 0:00,,7/12/2018 0:00,2010-2019,0.1,L,Intensive, , ,QC-2018-20181080436, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330900,QC,20181080484, ,48.64,-72.72,2018,6,28,6/28/2018 0:00,,6/28/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080484, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330901,QC,20181080519, ,48.54,-73.86,2018,7,31,7/31/2018 0:00,,8/3/2018 0:00,2010-2019,1.100000000000000,H,Intensive, , ,QC-2018-20181080519, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330902,QC,20181080543, ,48.75,-73.13,2018,8,18,8/18/2018 0:00,,8/19/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080543, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330903,QC,20181080551, ,48.49,-73.14,2018,8,20,8/20/2018 0:00,,8/21/2018 0:00,2010-2019,0.2,H,Intensive, , ,QC-2018-20181080551, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330904,QC,2017-45, ,48.62,-72.80,2017,5,23,5/23/2017 0:00,,5/23/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-45, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330905,QC,2017-56, ,47.61,-72.22,2017,5,29,5/29/2017 0:00,,5/29/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-56, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330906,QC,2017-201, ,48.49,-72.40,2017,7,30,7/30/2017 0:00,,8/1/2017 0:00,2010-2019,0.2,H,Intensive, , ,QC-2017-201, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330907,QC,2017-228, ,47.95,-72.14,2017,8,2,8/2/2017 0:00,,8/2/2017 0:00,2010-2019,0.4,L,Intensive, , ,QC-2017-228, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330908,QC,2017-247, ,47.90,-72.01,2017,8,2,8/2/2017 0:00,,8/22/2017 0:00,2010-2019,58.600000000000001,L,Intensive, , ,QC-2017-247, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330909,QC,2017-259, ,48.29,-73.49,2017,8,11,8/11/2017 0:00,,8/13/2017 0:00,2010-2019,0,L,Intensive, , ,QC-2017-259, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330910,QC,2017-276, ,48.04,-73.15,2017,9,2,9/2/2017 0:00,,9/2/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-276, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330911,QC,2017-291, ,48.77,-72.90,2017,9,28,9/28/2017 0:00,,10/2/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-291, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330980,QC,20191080229, ,48.94,-76.01,2019,8,1,8/1/2019 0:00,,8/1/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080229, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330981,QC,20191080234, ,48.34,-76.82,2019,7,29,7/29/2019 0:00,,8/3/2019 0:00,2010-2019,0.1,L,Intensive, , ,QC-2019-20191080234, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330982,QC,20181080148, ,48.35,-76.73,2018,5,21,5/21/2018 0:00,,5/23/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080148, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330983,QC,20181080287, ,48.69,-76.29,2018,6,28,6/28/2018 0:00,,6/29/2018 0:00,2010-2019,0.1,L,Intensive, , ,QC-2018-20181080287, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330984,QC,20181080369, ,48.91,-76.31,2018,7,5,7/5/2018 0:00,,7/8/2018 0:00,2010-2019,0.2,L,Intensive, , ,QC-2018-20181080369, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
330985,QC,20181080404, ,48.86,-76.53,2018,7,8,7/8/2018 0:00,,7/10/2018 0:00,2010-2019,0.2,L,Intensive, , ,QC-2018-20181080404, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331013,QC,20191080101, ,47.95,-69.82,2019,6,23,6/23/2019 0:00,,6/23/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080101, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331014,QC,20191080112, ,48.40,-70.52,2019,6,29,6/29/2019 0:00,,6/29/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080112, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331015,QC,20191080113, ,47.95,-69.81,2019,6,30,6/30/2019 0:00,,6/30/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080113, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331016,QC,20191080318, ,48.31,-69.99,2019,8,28,8/28/2019 0:00,,9/2/2019 0:00,2010-2019,1.500000000000000,H,Intensive, , ,QC-2019-20191080318, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331017,QC,20181080130, ,48.16,-70.05,2018,5,19,5/19/2018 0:00,,5/21/2018 0:00,2010-2019,2.900000000000000,H,Intensive, , ,QC-2018-20181080130, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331018,QC,20181080254, ,48.25,-69.96,2018,6,22,6/22/2018 0:00,,6/23/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080254, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331019,QC,20181080320, ,48.36,-70.26,2018,7,1,7/1/2018 0:00,,7/2/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080320, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331020,QC,20181080321, ,48.37,-70.26,2018,7,1,7/1/2018 0:00,,7/2/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080321, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331021,QC,20181080472, ,48.00,-69.82,2018,7,17,7/17/2018 0:00,,7/25/2018 0:00,2010-2019,2.900000000000000,L,Intensive, , ,QC-2018-20181080472, , ,5/1/2019 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331022,QC,2017-149, ,48.15,-69.73,2017,7,15,7/15/2017 0:00,,7/15/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-149, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331023,QC,2017-181, ,48.29,-69.94,2017,7,20,7/20/2017 0:00,,7/27/2017 0:00,2010-2019,0.2,L,Intensive, , ,QC-2017-181, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331024,QC,2017-198, ,48.35,-70.04,2017,7,20,7/20/2017 0:00,,7/30/2017 0:00,2010-2019,0,L,Intensive, , ,QC-2017-198, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331025,QC,2017-227, ,48.16,-69.88,2017,8,2,8/2/2017 0:00,,8/4/2017 0:00,2010-2019,0.1,L,Intensive, , ,QC-2017-227, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331026,QC,2017-271, ,48.16,-69.66,2017,8,28,8/28/2017 0:00,,8/30/2017 0:00,2010-2019,1.000000000000000,H,Intensive, , ,QC-2017-271, , ,5/18/2018 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
331069,QC,20191080128, ,47.93,-74.63,2019,7,7,7/7/2019 0:00,,7/7/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080128, , ,6/15/2020 0:00,QC,6,6b,Boreal Shield East,Bouclier bordal
